ds,y,quarter,month,monthly_avg_sales_x,is_holiday_spike,monthly_avg_sales_y,monthly_avg_sales
2014-02-06,5.803664008065768,1,2,199.170838,0,199.170838,199.170838
2014-02-07,5.200263426072649,1,2,199.170838,0,199.170838,199.170838
2014-02-08,2.7447035187502458,1,2,199.170838,0,199.170838,199.170838
2014-02-11,7.622859626894124,1,2,199.170838,0,199.170838,199.170838
2014-02-12,4.871894163848395,1,2,199.170838,0,199.170838,199.170838
2014-02-14,6.3590997078329865,1,2,199.170838,0,199.170838,199.170838
2014-02-15,3.1072736482868986,1,2,199.170838,0,199.170838,199.170838
2014-02-16,2.306577114263583,1,2,199.170838,0,199.170838,199.170838
2014-02-17,4.011107870318302,1,2,199.170838,0,199.170838,199.170838
2014-02-18,3.658007790446849,1,2,199.170838,0,199.170838,199.170838
2014-02-20,4.570475216191204,1,2,199.170838,0,199.170838,199.170838
2014-02-21,2.2874714551839976,1,2,199.170838,0,199.170838,199.170838
2014-02-22,3.0174937653355034,1,2,199.170838,0,199.170838,199.170838
2014-02-23,2.51478902426987,1,2,199.170838,0,199.170838,199.170838
2014-02-24,4.037280261600423,1,2,199.170838,0,199.170838,199.170838
2014-02-27,3.0182762379888852,1,2,199.170838,0,199.170838,199.170838
2014-03-01,7.698097679722711,1,3,294.548116091954,0,294.548116091954,294.548116091954
2014-03-02,5.315095817786855,1,3,294.548116091954,0,294.548116091954,294.548116091954
2014-03-03,7.205554995022202,1,3,294.548116091954,0,294.548116091954,294.548116091954
2014-03-04,5.917419649888071,1,3,294.548116091954,0,294.548116091954,294.548116091954
2014-03-05,6.560410954820557,1,3,294.548116091954,0,294.548116091954,294.548116091954
2014-03-07,7.353762022313561,1,3,294.548116091954,0,294.548116091954,294.548116091954
2014-03-10,6.6106368235833335,1,3,294.548116091954,0,294.548116091954,294.548116091954
2014-03-11,6.823627739732319,1,3,294.548116091954,0,294.548116091954,294.548116091954
2014-03-14,7.654229933582624,1,3,294.548116091954,0,294.548116091954,294.548116091954
2014-03-15,5.918307660990055,1,3,294.548116091954,0,294.548116091954,294.548116091954
2014-03-16,6.158926240994913,1,3,294.548116091954,0,294.548116091954,294.548116091954
2014-03-17,8.284342174754643,1,3,294.548116091954,0,294.548116091954,294.548116091954
2014-03-18,10.243799408376027,1,3,294.548116091954,0,294.548116091954,294.548116091954
2014-03-19,6.383104527022447,1,3,294.548116091954,0,294.548116091954,294.548116091954
2014-03-21,8.321376827929777,1,3,294.548116091954,0,294.548116091954,294.548116091954
2014-03-22,6.142237385590023,1,3,294.548116091954,0,294.548116091954,294.548116091954
2014-03-23,6.852310220040453,1,3,294.548116091954,0,294.548116091954,294.548116091954
2014-03-24,4.195395806291828,1,3,294.548116091954,0,294.548116091954,294.548116091954
2014-03-25,6.131543830429523,1,3,294.548116091954,0,294.548116091954,294.548116091954
2014-03-26,4.98449663648656,1,3,294.548116091954,0,294.548116091954,294.548116091954
2014-03-28,7.509227862988817,1,3,294.548116091954,0,294.548116091954,294.548116091954
2014-03-29,6.793287865570315,1,3,294.548116091954,0,294.548116091954,294.548116091954
2014-03-30,7.065888304448745,1,3,294.548116091954,0,294.548116091954,294.548116091954
2014-03-31,7.580981345226592,1,3,294.548116091954,0,294.548116091954,294.548116091954
2014-04-01,4.79486449711146,2,4,206.11807586206896,0,206.11807586206896,206.11807586206896
2014-04-02,7.285888929141432,2,4,206.11807586206896,0,206.11807586206896,206.11807586206896
2014-04-03,5.457242345535596,2,4,206.11807586206896,0,206.11807586206896,206.11807586206896
2014-04-04,6.167189393372624,2,4,206.11807586206896,0,206.11807586206896,206.11807586206896
2014-04-05,8.574725601977358,2,4,206.11807586206896,0,206.11807586206896,206.11807586206896
2014-04-06,7.409554285140491,2,4,206.11807586206896,0,206.11807586206896,206.11807586206896
2014-04-07,6.929683097439409,2,4,206.11807586206896,0,206.11807586206896,206.11807586206896
2014-04-08,7.58057219306883,2,4,206.11807586206896,0,206.11807586206896,206.11807586206896
2014-04-11,7.55812021164664,2,4,206.11807586206896,0,206.11807586206896,206.11807586206896
2014-04-12,7.556492264289136,2,4,206.11807586206896,0,206.11807586206896,206.11807586206896
2014-04-13,6.460805456803619,2,4,206.11807586206896,0,206.11807586206896,206.11807586206896
2014-04-15,5.689413060688899,2,4,206.11807586206896,0,206.11807586206896,206.11807586206896
2014-04-16,3.690677836055316,2,4,206.11807586206896,0,206.11807586206896,206.11807586206896
2014-04-18,6.92905874024768,2,4,206.11807586206896,0,206.11807586206896,206.11807586206896
2014-04-19,5.330155123396788,2,4,206.11807586206896,0,206.11807586206896,206.11807586206896
2014-04-20,7.132058158016193,2,4,206.11807586206896,0,206.11807586206896,206.11807586206896
2014-04-21,6.740944801008087,2,4,206.11807586206896,0,206.11807586206896,206.11807586206896
2014-04-22,5.555870074018305,2,4,206.11807586206896,0,206.11807586206896,206.11807586206896
2014-04-23,5.8960763642615,2,4,206.11807586206896,0,206.11807586206896,206.11807586206896
2014-04-25,7.775273326534087,2,4,206.11807586206896,0,206.11807586206896,206.11807586206896
2014-04-26,5.647451953312784,2,4,206.11807586206896,0,206.11807586206896,206.11807586206896
2014-04-28,7.855341556512715,2,4,206.11807586206896,0,206.11807586206896,206.11807586206896
2014-04-29,6.646187896919504,2,4,206.11807586206896,0,206.11807586206896,206.11807586206896
2014-04-30,6.9562977934412915,2,4,206.11807586206896,0,206.11807586206896,206.11807586206896
2014-05-02,6.228747661975911,2,5,210.92355333333333,0,210.92355333333333,210.92355333333333
2014-05-03,4.299079713852955,2,5,210.92355333333333,0,210.92355333333333,210.92355333333333
2014-05-04,5.2387371990991936,2,5,210.92355333333333,0,210.92355333333333,210.92355333333333
2014-05-05,5.568256713648115,2,5,210.92355333333333,0,210.92355333333333,210.92355333333333
2014-05-06,5.5430501834633885,2,5,210.92355333333333,0,210.92355333333333,210.92355333333333
2014-05-07,6.996086617772102,2,5,210.92355333333333,0,210.92355333333333,210.92355333333333
2014-05-08,7.496080687624672,2,5,210.92355333333333,0,210.92355333333333,210.92355333333333
2014-05-09,5.980100217028932,2,5,210.92355333333333,0,210.92355333333333,210.92355333333333
2014-05-10,7.759954962920984,2,5,210.92355333333333,0,210.92355333333333,210.92355333333333
2014-05-11,7.404767130406686,2,5,210.92355333333333,0,210.92355333333333,210.92355333333333
2014-05-12,6.60102085770488,2,5,210.92355333333333,0,210.92355333333333,210.92355333333333
2014-05-13,6.801707860794111,2,5,210.92355333333333,0,210.92355333333333,210.92355333333333
2014-05-14,5.7426184984414,2,5,210.92355333333333,0,210.92355333333333,210.92355333333333
2014-05-16,5.670845974409937,2,5,210.92355333333333,0,210.92355333333333,210.92355333333333
2014-05-17,4.529152699564175,2,5,210.92355333333333,0,210.92355333333333,210.92355333333333
2014-05-18,6.856407246254367,2,5,210.92355333333333,0,210.92355333333333,210.92355333333333
2014-05-19,4.528505101052606,2,5,210.92355333333333,0,210.92355333333333,210.92355333333333
2014-05-20,5.771765058196326,2,5,210.92355333333333,0,210.92355333333333,210.92355333333333
2014-05-21,8.358274362009768,2,5,210.92355333333333,0,210.92355333333333,210.92355333333333
2014-05-22,5.203621997708713,2,5,210.92355333333333,0,210.92355333333333,210.92355333333333
2014-05-23,5.783080289581392,2,5,210.92355333333333,0,210.92355333333333,210.92355333333333
2014-05-24,4.764564238138341,2,5,210.92355333333333,0,210.92355333333333,210.92355333333333
2014-05-25,4.7919816480548985,2,5,210.92355333333333,0,210.92355333333333,210.92355333333333
2014-05-26,7.190463502329138,2,5,210.92355333333333,0,210.92355333333333,210.92355333333333
2014-05-27,7.677119705612713,2,5,210.92355333333333,0,210.92355333333333,210.92355333333333
2014-05-28,5.407028263405483,2,5,210.92355333333333,0,210.92355333333333,210.92355333333333
2014-05-30,7.563155419998251,2,5,210.92355333333333,0,210.92355333333333,210.92355333333333
2014-05-31,6.6524758576378575,2,5,210.92355333333333,0,210.92355333333333,210.92355333333333
2014-06-01,8.55439648633375,2,6,212.9967633193863,0,212.9967633193863,212.9967633193863
2014-06-02,6.606106795344899,2,6,212.9967633193863,0,212.9967633193863,212.9967633193863
2014-06-03,6.609801970859412,2,6,212.9967633193863,0,212.9967633193863,212.9967633193863
2014-06-04,6.125278399836893,2,6,212.9967633193863,0,212.9967633193863,212.9967633193863
2014-06-06,7.226209737373134,2,6,212.9967633193863,0,212.9967633193863,212.9967633193863
2014-06-07,5.643313882333199,2,6,212.9967633193863,0,212.9967633193863,212.9967633193863
2014-06-08,7.824951201048009,2,6,212.9967633193863,0,212.9967633193863,212.9967633193863
2014-06-09,8.605937865378399,2,6,212.9967633193863,0,212.9967633193863,212.9967633193863
2014-06-10,6.199595978301687,2,6,212.9967633193863,0,212.9967633193863,212.9967633193863
2014-06-13,2.7421295147550726,2,6,212.9967633193863,0,212.9967633193863,212.9967633193863
2014-06-14,5.365695601877984,2,6,212.9967633193863,0,212.9967633193863,212.9967633193863
2014-06-15,6.850098623393322,2,6,212.9967633193863,0,212.9967633193863,212.9967633193863
2014-06-16,6.639603901431437,2,6,212.9967633193863,0,212.9967633193863,212.9967633193863
2014-06-17,8.137250205418809,2,6,212.9967633193863,0,212.9967633193863,212.9967633193863
2014-06-18,4.947340443723942,2,6,212.9967633193863,0,212.9967633193863,212.9967633193863
2014-06-20,7.512043704472601,2,6,212.9967633193863,0,212.9967633193863,212.9967633193863
2014-06-21,8.320799403598478,2,6,212.9967633193863,0,212.9967633193863,212.9967633193863
2014-06-22,7.589081870846524,2,6,212.9967633193863,0,212.9967633193863,212.9967633193863
2014-06-23,4.704979321207581,2,6,212.9967633193863,0,212.9967633193863,212.9967633193863
2014-06-24,1.662409797200206,2,6,212.9967633193863,0,212.9967633193863,212.9967633193863
2014-06-25,6.67678114855274,2,6,212.9967633193863,0,212.9967633193863,212.9967633193863
2014-06-27,6.4250959025424965,2,6,212.9967633193863,0,212.9967633193863,212.9967633193863
2014-06-28,7.406583824736294,2,6,212.9967633193863,0,212.9967633193863,212.9967633193863
2014-06-29,3.864512022757094,2,6,212.9967633193863,0,212.9967633193863,212.9967633193863
2014-06-30,6.607493074111615,2,6,212.9967633193863,0,212.9967633193863,212.9967633193863
2014-07-01,6.400297311623784,3,7,207.37760140845072,0,207.37760140845072,207.37760140845072
2014-07-02,4.389002248410307,3,7,207.37760140845072,0,207.37760140845072,207.37760140845072
2014-07-04,5.515072555659881,3,7,207.37760140845072,0,207.37760140845072,207.37760140845072
2014-07-05,7.27593657027499,3,7,207.37760140845072,0,207.37760140845072,207.37760140845072
2014-07-06,6.946468170908348,3,7,207.37760140845072,0,207.37760140845072,207.37760140845072
2014-07-07,5.489739057897192,3,7,207.37760140845072,0,207.37760140845072,207.37760140845072
2014-07-08,6.638664643114769,3,7,207.37760140845072,0,207.37760140845072,207.37760140845072
2014-07-09,5.5854530397509325,3,7,207.37760140845072,0,207.37760140845072,207.37760140845072
2014-07-11,7.690837309018642,3,7,207.37760140845072,0,207.37760140845072,207.37760140845072
2014-07-12,7.581215945504497,3,7,207.37760140845072,0,207.37760140845072,207.37760140845072
2014-07-13,5.864244623763926,3,7,207.37760140845072,0,207.37760140845072,207.37760140845072
2014-07-14,5.682197860564241,3,7,207.37760140845072,0,207.37760140845072,207.37760140845072
2014-07-15,2.3523271848888596,3,7,207.37760140845072,0,207.37760140845072,207.37760140845072
2014-07-18,5.613274081134698,3,7,207.37760140845072,0,207.37760140845072,207.37760140845072
2014-07-19,6.136270269949189,3,7,207.37760140845072,0,207.37760140845072,207.37760140845072
2014-07-20,7.734902617279071,3,7,207.37760140845072,0,207.37760140845072,207.37760140845072
2014-07-21,7.581965277639978,3,7,207.37760140845072,0,207.37760140845072,207.37760140845072
2014-07-22,7.207373827406287,3,7,207.37760140845072,0,207.37760140845072,207.37760140845072
2014-07-23,7.868707281913473,3,7,207.37760140845072,0,207.37760140845072,207.37760140845072
2014-07-25,9.02909303799824,3,7,207.37760140845072,0,207.37760140845072,207.37760140845072
2014-07-26,8.52535856384189,3,7,207.37760140845072,0,207.37760140845072,207.37760140845072
2014-07-27,6.36485402174366,3,7,207.37760140845072,0,207.37760140845072,207.37760140845072
2014-07-28,5.268641357438035,3,7,207.37760140845072,0,207.37760140845072,207.37760140845072
2014-07-30,7.221718944827805,3,7,207.37760140845072,0,207.37760140845072,207.37760140845072
2014-08-01,5.43515329318086,3,8,225.27487677053824,0,225.27487677053824,225.27487677053824
2014-08-02,6.788160603296485,3,8,225.27487677053824,0,225.27487677053824,225.27487677053824
2014-08-03,6.171688071236429,3,8,225.27487677053824,0,225.27487677053824,225.27487677053824
2014-08-04,7.91722810971995,3,8,225.27487677053824,0,225.27487677053824,225.27487677053824
2014-08-05,7.787267497104885,3,8,225.27487677053824,0,225.27487677053824,225.27487677053824
2014-08-06,5.575532349649973,3,8,225.27487677053824,0,225.27487677053824,225.27487677053824
2014-08-08,8.28314767909248,3,8,225.27487677053824,0,225.27487677053824,225.27487677053824
2014-08-09,8.190544346898744,3,8,225.27487677053824,0,225.27487677053824,225.27487677053824
2014-08-11,6.1150529213526,3,8,225.27487677053824,0,225.27487677053824,225.27487677053824
2014-08-12,7.513916536773946,3,8,225.27487677053824,0,225.27487677053824,225.27487677053824
2014-08-15,6.737894167393496,3,8,225.27487677053824,0,225.27487677053824,225.27487677053824
2014-08-16,6.750038916323525,3,8,225.27487677053824,0,225.27487677053824,225.27487677053824
2014-08-17,6.217288502926295,3,8,225.27487677053824,0,225.27487677053824,225.27487677053824
2014-08-19,7.272472000971993,3,8,225.27487677053824,0,225.27487677053824,225.27487677053824
2014-08-20,7.517369752231726,3,8,225.27487677053824,0,225.27487677053824,225.27487677053824
2014-08-22,3.1823778018280002,3,8,225.27487677053824,0,225.27487677053824,225.27487677053824
2014-08-23,6.3389897596282765,3,8,225.27487677053824,0,225.27487677053824,225.27487677053824
2014-08-24,4.106602459617603,3,8,225.27487677053824,0,225.27487677053824,225.27487677053824
2014-08-25,7.281144753617816,3,8,225.27487677053824,0,225.27487677053824,225.27487677053824
2014-08-26,5.907566500490121,3,8,225.27487677053824,0,225.27487677053824,225.27487677053824
2014-08-27,7.635849631033447,3,8,225.27487677053824,0,225.27487677053824,225.27487677053824
2014-08-29,6.72542072210368,3,8,225.27487677053824,0,225.27487677053824,225.27487677053824
2014-08-30,4.8059863254182105,3,8,225.27487677053824,0,225.27487677053824,225.27487677053824
2014-08-31,4.538175317163813,3,8,225.27487677053824,0,225.27487677053824,225.27487677053824
2014-09-01,6.153659924268344,3,9,222.45115379609544,0,222.45115379609544,222.45115379609544
2014-09-02,8.08799363653019,3,9,222.45115379609544,0,222.45115379609544,222.45115379609544
2014-09-03,3.1389664416398992,3,9,222.45115379609544,0,222.45115379609544,222.45115379609544
2014-09-05,5.6947551843366835,3,9,222.45115379609544,0,222.45115379609544,222.45115379609544
2014-09-06,4.618678536012885,3,9,222.45115379609544,0,222.45115379609544,222.45115379609544
2014-09-07,8.167600253624705,3,9,222.45115379609544,0,222.45115379609544,222.45115379609544
2014-09-08,9.563067493508594,3,9,222.45115379609544,0,222.45115379609544,222.45115379609544
2014-09-09,8.305134970164191,3,9,222.45115379609544,0,222.45115379609544,222.45115379609544
2014-09-10,7.5263017506289245,3,9,222.45115379609544,0,222.45115379609544,222.45115379609544
2014-09-11,4.859424732327354,3,9,222.45115379609544,0,222.45115379609544,222.45115379609544
2014-09-12,8.498144919522462,3,9,222.45115379609544,0,222.45115379609544,222.45115379609544
2014-09-13,7.15180516201215,3,9,222.45115379609544,0,222.45115379609544,222.45115379609544
2014-09-14,8.522124213917174,3,9,222.45115379609544,0,222.45115379609544,222.45115379609544
2014-09-15,4.9010882493645855,3,9,222.45115379609544,0,222.45115379609544,222.45115379609544
2014-09-16,3.5424654356583996,3,9,222.45115379609544,0,222.45115379609544,222.45115379609544
2014-09-17,6.711159934650827,3,9,222.45115379609544,0,222.45115379609544,222.45115379609544
2014-09-19,9.142022665371261,3,9,222.45115379609544,0,222.45115379609544,222.45115379609544
2014-09-20,8.582412980438137,3,9,222.45115379609544,0,222.45115379609544,222.45115379609544
2014-09-21,7.89381532749834,3,9,222.45115379609544,0,222.45115379609544,222.45115379609544
2014-09-22,7.123887105507924,3,9,222.45115379609544,0,222.45115379609544,222.45115379609544
2014-09-23,9.27456668813285,3,9,222.45115379609544,0,222.45115379609544,222.45115379609544
2014-09-24,5.361104354646802,3,9,222.45115379609544,0,222.45115379609544,222.45115379609544
2014-09-25,5.874618322507063,3,9,222.45115379609544,0,222.45115379609544,222.45115379609544
2014-09-26,7.300887313091331,3,9,222.45115379609544,0,222.45115379609544,222.45115379609544
2014-09-27,6.652140187520966,3,9,222.45115379609544,0,222.45115379609544,222.45115379609544
2014-09-28,6.1970386557120865,3,9,222.45115379609544,0,222.45115379609544,222.45115379609544
2014-09-29,9.000861778391567,3,9,222.45115379609544,0,222.45115379609544,222.45115379609544
2014-09-30,6.896221014367935,3,9,222.45115379609544,0,222.45115379609544,222.45115379609544
2014-10-01,1.7422190236679187,4,10,244.59460891330892,0,244.59460891330892,244.59460891330892
2014-10-02,6.39550196989162,4,10,244.59460891330892,0,244.59460891330892,244.59460891330892
2014-10-03,6.761205803332314,4,10,244.59460891330892,0,244.59460891330892,244.59460891330892
2014-10-04,6.592699269065857,4,10,244.59460891330892,0,244.59460891330892,244.59460891330892
2014-10-05,5.262171919911683,4,10,244.59460891330892,0,244.59460891330892,244.59460891330892
2014-10-06,6.205991078315078,4,10,244.59460891330892,0,244.59460891330892,244.59460891330892
2014-10-07,5.473782135878778,4,10,244.59460891330892,0,244.59460891330892,244.59460891330892
2014-10-08,4.999857420924378,4,10,244.59460891330892,0,244.59460891330892,244.59460891330892
2014-10-09,5.5228998820565,4,10,244.59460891330892,0,244.59460891330892,244.59460891330892
2014-10-10,7.625783347090537,4,10,244.59460891330892,0,244.59460891330892,244.59460891330892
2014-10-11,7.23140566588329,4,10,244.59460891330892,0,244.59460891330892,244.59460891330892
2014-10-12,4.086480387165299,4,10,244.59460891330892,0,244.59460891330892,244.59460891330892
2014-10-13,7.702186577970821,4,10,244.59460891330892,0,244.59460891330892,244.59460891330892
2014-10-14,8.417700758169381,4,10,244.59460891330892,0,244.59460891330892,244.59460891330892
2014-10-15,5.33621027548241,4,10,244.59460891330892,0,244.59460891330892,244.59460891330892
2014-10-16,5.274649478747834,4,10,244.59460891330892,0,244.59460891330892,244.59460891330892
2014-10-17,4.920477153051992,4,10,244.59460891330892,0,244.59460891330892,244.59460891330892
2014-10-18,8.050676595397267,4,10,244.59460891330892,0,244.59460891330892,244.59460891330892
2014-10-19,6.464750284339857,4,10,244.59460891330892,0,244.59460891330892,244.59460891330892
2014-10-20,7.3146220709390155,4,10,244.59460891330892,0,244.59460891330892,244.59460891330892
2014-10-21,7.213475187106909,4,10,244.59460891330892,0,244.59460891330892,244.59460891330892
2014-10-22,5.4152467045749395,4,10,244.59460891330892,0,244.59460891330892,244.59460891330892
2014-10-24,4.0516110196351995,4,10,244.59460891330892,0,244.59460891330892,244.59460891330892
2014-10-25,4.652835908686288,4,10,244.59460891330892,0,244.59460891330892,244.59460891330892
2014-10-26,6.106755591442718,4,10,244.59460891330892,0,244.59460891330892,244.59460891330892
2014-10-27,3.1493113614822916,4,10,244.59460891330892,0,244.59460891330892,244.59460891330892
2014-10-28,7.320912063492288,4,10,244.59460891330892,0,244.59460891330892,244.59460891330892
2014-10-29,7.9426507532636395,4,10,244.59460891330892,0,244.59460891330892,244.59460891330892
2014-10-31,8.58728364700399,4,10,244.59460891330892,0,244.59460891330892,244.59460891330892
2014-11-01,8.462331432362175,4,11,239.60643847722636,1,239.60643847722636,239.60643847722636
2014-11-02,7.662641753997724,4,11,239.60643847722636,1,239.60643847722636,239.60643847722636
2014-11-03,7.932061678476345,4,11,239.60643847722636,1,239.60643847722636,239.60643847722636
2014-11-04,8.809078617386996,4,11,239.60643847722636,1,239.60643847722636,239.60643847722636
2014-11-05,7.435770707830588,4,11,239.60643847722636,1,239.60643847722636,239.60643847722636
2014-11-06,3.7995259742009995,4,11,239.60643847722636,1,239.60643847722636,239.60643847722636
2014-11-07,7.279416761654174,4,11,239.60643847722636,1,239.60643847722636,239.60643847722636
2014-11-08,5.812864058544444,4,11,239.60643847722636,1,239.60643847722636,239.60643847722636
2014-11-09,7.362070232018482,4,11,239.60643847722636,1,239.60643847722636,239.60643847722636
2014-11-10,7.602678880771177,4,11,239.60643847722636,1,239.60643847722636,239.60643847722636
2014-11-11,9.00153700693548,4,11,239.60643847722636,1,239.60643847722636,239.60643847722636
2014-11-12,6.9620173023298895,4,11,239.60643847722636,1,239.60643847722636,239.60643847722636
2014-11-14,6.942861771092102,4,11,239.60643847722636,1,239.60643847722636,239.60643847722636
2014-11-15,7.485391715275086,4,11,239.60643847722636,1,239.60643847722636,239.60643847722636
2014-11-16,7.212978968689899,4,11,239.60643847722636,1,239.60643847722636,239.60643847722636
2014-11-17,9.354031454724808,4,11,239.60643847722636,1,239.60643847722636,239.60643847722636
2014-11-18,8.133838340095704,4,11,239.60643847722636,1,239.60643847722636,239.60643847722636
2014-11-19,8.885591191032297,4,11,239.60643847722636,1,239.60643847722636,239.60643847722636
2014-11-20,6.81186092858339,4,11,239.60643847722636,1,239.60643847722636,239.60643847722636
2014-11-21,7.13139630653452,4,11,239.60643847722636,1,239.60643847722636,239.60643847722636
2014-11-22,7.00696511794939,4,11,239.60643847722636,1,239.60643847722636,239.60643847722636
2014-11-23,7.218382095929017,4,11,239.60643847722636,1,239.60643847722636,239.60643847722636
2014-11-24,8.626873443563404,4,11,239.60643847722636,1,239.60643847722636,239.60643847722636
2014-11-25,8.393146957820022,4,11,239.60643847722636,1,239.60643847722636,239.60643847722636
2014-11-26,7.442486864546469,4,11,239.60643847722636,1,239.60643847722636,239.60643847722636
2014-11-27,5.321350065658609,4,11,239.60643847722636,1,239.60643847722636,239.60643847722636
2014-11-28,7.73273303159096,4,11,239.60643847722636,1,239.60643847722636,239.60643847722636
2014-11-29,6.477040052906356,4,11,239.60643847722636,1,239.60643847722636,239.60643847722636
2014-11-30,5.394327301466634,4,11,239.60643847722636,1,239.60643847722636,239.60643847722636
2014-12-01,8.63504555800251,4,12,231.03231782670454,1,231.03231782670454,231.03231782670454
2014-12-02,7.480320009178164,4,12,231.03231782670454,1,231.03231782670454,231.03231782670454
2014-12-03,6.228274289186006,4,12,231.03231782670454,1,231.03231782670454,231.03231782670454
2014-12-04,4.875044639789907,4,12,231.03231782670454,1,231.03231782670454,231.03231782670454
2014-12-05,7.994511562152045,4,12,231.03231782670454,1,231.03231782670454,231.03231782670454
2014-12-06,7.586792378913737,4,12,231.03231782670454,1,231.03231782670454,231.03231782670454
2014-12-07,6.308826773661173,4,12,231.03231782670454,1,231.03231782670454,231.03231782670454
2014-12-08,6.999531950565569,4,12,231.03231782670454,1,231.03231782670454,231.03231782670454
2014-12-09,7.328865363714877,4,12,231.03231782670454,1,231.03231782670454,231.03231782670454
2014-12-10,6.353214590913463,4,12,231.03231782670454,1,231.03231782670454,231.03231782670454
2014-12-12,8.505000056356943,4,12,231.03231782670454,1,231.03231782670454,231.03231782670454
2014-12-13,5.684096640539432,4,12,231.03231782670454,1,231.03231782670454,231.03231782670454
2014-12-14,8.941500727414553,4,12,231.03231782670454,1,231.03231782670454,231.03231782670454
2014-12-15,7.14319571277321,4,12,231.03231782670454,1,231.03231782670454,231.03231782670454
2014-12-16,8.38826535756452,4,12,231.03231782670454,1,231.03231782670454,231.03231782670454
2014-12-17,3.840183228205102,4,12,231.03231782670454,1,231.03231782670454,231.03231782670454
2014-12-19,8.142575375478176,4,12,231.03231782670454,1,231.03231782670454,231.03231782670454
2014-12-20,8.848428884099308,4,12,231.03231782670454,1,231.03231782670454,231.03231782670454
2014-12-21,7.567573157893221,4,12,231.03231782670454,1,231.03231782670454,231.03231782670454
2014-12-22,6.6845717268679055,4,12,231.03231782670454,1,231.03231782670454,231.03231782670454
2014-12-23,6.849180804177417,4,12,231.03231782670454,1,231.03231782670454,231.03231782670454
2014-12-24,7.576200871911437,4,12,231.03231782670454,1,231.03231782670454,231.03231782670454
2014-12-26,7.6218877205845486,4,12,231.03231782670454,1,231.03231782670454,231.03231782670454
2014-12-27,7.995437383564324,4,12,231.03231782670454,1,231.03231782670454,231.03231782670454
2014-12-28,8.225046768565077,4,12,231.03231782670454,1,231.03231782670454,231.03231782670454
2014-12-29,7.636798421059611,4,12,231.03231782670454,1,231.03231782670454,231.03231782670454
2014-12-30,7.684163521215602,4,12,231.03231782670454,1,231.03231782670454,231.03231782670454
2014-12-31,8.566796358342678,4,12,231.03231782670454,1,231.03231782670454,231.03231782670454
2015-01-02,7.566878141710255,1,1,249.14655013123362,0,249.14655013123362,249.14655013123362
2015-01-03,7.478294954827626,1,1,249.14655013123362,0,249.14655013123362,249.14655013123362
2015-01-04,5.581464170198056,1,1,249.14655013123362,0,249.14655013123362,249.14655013123362
2015-01-05,5.69127795129546,1,1,249.14655013123362,0,249.14655013123362,249.14655013123362
2015-01-06,3.4824086370869787,1,1,249.14655013123362,0,249.14655013123362,249.14655013123362
2015-01-09,5.900089116016819,1,1,249.14655013123362,0,249.14655013123362,249.14655013123362
2015-01-10,6.926679088858836,1,1,249.14655013123362,0,249.14655013123362,249.14655013123362
2015-01-12,6.75181933986073,1,1,249.14655013123362,0,249.14655013123362,249.14655013123362
