ds,y,quarter,month,monthly_avg_sales_x,is_holiday_spike,monthly_avg_sales_y,monthly_avg_sales,yhat
2014-03-24,4.195395806291828,1,3,294.548116091954,0,294.548116091954,294.548116091954,6.463577057616107
2014-03-25,6.131543830429523,1,3,294.548116091954,0,294.548116091954,294.548116091954,5.841281432484068
2014-03-26,4.98449663648656,1,3,294.548116091954,0,294.548116091954,294.548116091954,4.771745943490853
2014-03-28,7.509227862988817,1,3,294.548116091954,0,294.548116091954,294.548116091954,6.448653949867413
2014-03-29,6.793287865570315,1,3,294.548116091954,0,294.548116091954,294.548116091954,6.331574742400131
2014-03-30,7.065888304448745,1,3,294.548116091954,0,294.548116091954,294.548116091954,6.454094667916177
2014-03-31,7.580981345226592,1,3,294.548116091954,0,294.548116091954,294.548116091954,6.8748509729036025
2014-04-01,4.79486449711146,2,4,206.11807586206896,0,206.11807586206896,206.11807586206896,5.798572115932622
2014-04-02,7.285888929141432,2,4,206.11807586206896,0,206.11807586206896,206.11807586206896,4.651179366974643
2014-04-03,5.457242345535596,2,4,206.11807586206896,0,206.11807586206896,206.11807586206896,5.914046201355669
2014-04-04,6.167189393372624,2,4,206.11807586206896,0,206.11807586206896,206.11807586206896,5.983672527296552
2014-04-05,8.574725601977358,2,4,206.11807586206896,0,206.11807586206896,206.11807586206896,5.830761748210151
2014-04-06,7.409554285140491,2,4,206.11807586206896,0,206.11807586206896,206.11807586206896,5.950875116151167
2014-04-07,6.929683097439409,2,4,206.11807586206896,0,206.11807586206896,206.11807586206896,6.344797113287442
2014-04-08,7.58057219306883,2,4,206.11807586206896,0,206.11807586206896,206.11807586206896,5.783706883396494
2014-04-11,7.55812021164664,2,4,206.11807586206896,0,206.11807586206896,206.11807586206896,6.181619672795225
2014-04-12,7.556492264289136,2,4,206.11807586206896,0,206.11807586206896,206.11807586206896,6.107060684070623
2014-04-13,6.460805456803619,2,4,206.11807586206896,0,206.11807586206896,206.11807586206896,6.216141542091762
2014-04-15,5.689413060688899,2,4,206.11807586206896,0,206.11807586206896,206.11807586206896,5.845354036359277
2014-04-16,3.690677836055316,2,4,206.11807586206896,0,206.11807586206896,206.11807586206896,4.690615548756688
2014-04-18,6.92905874024768,2,4,206.11807586206896,0,206.11807586206896,206.11807586206896,6.441309106759461
2014-04-19,5.330155123396788,2,4,206.11807586206896,0,206.11807586206896,206.11807586206896,6.428130620755307
2014-04-20,7.132058158016193,2,4,206.11807586206896,0,206.11807586206896,206.11807586206896,6.5097022433115574
2014-04-21,6.740944801008087,2,4,206.11807586206896,0,206.11807586206896,206.11807586206896,6.724029973716717
2014-04-22,5.555870074018305,2,4,206.11807586206896,0,206.11807586206896,206.11807586206896,5.936662626819462
2014-04-23,5.8960763642615,2,4,206.11807586206896,0,206.11807586206896,206.11807586206896,4.693538964408909
2014-04-25,7.775273326534087,2,4,206.11807586206896,0,206.11807586206896,206.11807586206896,6.174769818379989
2014-04-26,5.647451953312784,2,4,206.11807586206896,0,206.11807586206896,206.11807586206896,6.011269738256998
2014-04-28,7.855341556512715,2,4,206.11807586206896,0,206.11807586206896,206.11807586206896,6.343107573982353
2014-04-29,6.646187896919504,2,4,206.11807586206896,0,206.11807586206896,206.11807586206896,5.829815485919329
2014-04-30,6.9562977934412915,2,4,206.11807586206896,0,206.11807586206896,206.11807586206896,4.818543097233789
2014-05-02,6.228747661975911,2,5,210.92355333333333,0,210.92355333333333,210.92355333333333,6.448562776242467
2014-05-03,4.299079713852955,2,5,210.92355333333333,0,210.92355333333333,210.92355333333333,6.099248121681007
2014-05-04,5.2387371990991936,2,5,210.92355333333333,0,210.92355333333333,210.92355333333333,5.937854793388899
2014-05-05,5.568256713648115,2,5,210.92355333333333,0,210.92355333333333,210.92355333333333,6.140976592761037
2014-05-06,5.5430501834633885,2,5,210.92355333333333,0,210.92355333333333,210.92355333333333,5.620240133629568
2014-05-07,6.996086617772102,2,5,210.92355333333333,0,210.92355333333333,210.92355333333333,4.641424787078317
2014-05-08,7.496080687624672,2,5,210.92355333333333,0,210.92355333333333,210.92355333333333,6.0793855628754105
2014-05-09,5.980100217028932,2,5,210.92355333333333,0,210.92355333333333,210.92355333333333,6.1840926984993345
2014-05-10,7.759954962920984,2,5,210.92355333333333,0,210.92355333333333,210.92355333333333,5.899235875330036
2014-05-11,7.404767130406686,2,5,210.92355333333333,0,210.92355333333333,210.92355333333333,5.856965530615334
2014-05-12,6.60102085770488,2,5,210.92355333333333,0,210.92355333333333,210.92355333333333,6.187897592860746
2014-05-13,6.801707860794111,2,5,210.92355333333333,0,210.92355333333333,210.92355333333333,5.7205527447183595
2014-05-14,5.7426184984414,2,5,210.92355333333333,0,210.92355333333333,210.92355333333333,4.695765157535991
2014-05-16,5.670845974409937,2,5,210.92355333333333,0,210.92355333333333,210.92355333333333,6.136357231258399
2014-05-17,4.529152699564175,2,5,210.92355333333333,0,210.92355333333333,210.92355333333333,5.925815958806623
2014-05-18,6.856407246254367,2,5,210.92355333333333,0,210.92355333333333,210.92355333333333,6.029998970990853
2014-05-19,4.528505101052606,2,5,210.92355333333333,0,210.92355333333333,210.92355333333333,6.511628667375012
2014-05-20,5.771765058196326,2,5,210.92355333333333,0,210.92355333333333,210.92355333333333,6.0751086734553885
2014-05-21,8.358274362009768,2,5,210.92355333333333,0,210.92355333333333,210.92355333333333,4.9694076502281455
2014-05-22,5.203621997708713,2,5,210.92355333333333,0,210.92355333333333,210.92355333333333,6.334916336859598
2014-05-23,5.783080289581392,2,5,210.92355333333333,0,210.92355333333333,210.92355333333333,6.345289883304601
2014-05-24,4.764564238138341,2,5,210.92355333333333,0,210.92355333333333,210.92355333333333,6.059744365553698
2014-05-25,4.7919816480548985,2,5,210.92355333333333,0,210.92355333333333,210.92355333333333,6.0568838476464
2014-05-26,7.190463502329138,2,5,210.92355333333333,0,210.92355333333333,210.92355333333333,6.390199627284217
2014-05-27,7.677119705612713,2,5,210.92355333333333,0,210.92355333333333,210.92355333333333,5.859702653837999
2014-05-28,5.407028263405483,2,5,210.92355333333333,0,210.92355333333333,210.92355333333333,4.811428922843583
2014-05-30,7.563155419998251,2,5,210.92355333333333,0,210.92355333333333,210.92355333333333,6.6344603760697956
2014-05-31,6.6524758576378575,2,5,210.92355333333333,0,210.92355333333333,210.92355333333333,6.555139590909673
2014-06-01,8.55439648633375,2,6,212.9967633193863,0,212.9967633193863,212.9967633193863,6.595891575484593
2014-06-02,6.606106795344899,2,6,212.9967633193863,0,212.9967633193863,212.9967633193863,6.794593490593893
2014-06-03,6.609801970859412,2,6,212.9967633193863,0,212.9967633193863,212.9967633193863,6.01721636221749
2014-06-04,6.125278399836893,2,6,212.9967633193863,0,212.9967633193863,212.9967633193863,4.801099482476147
2014-06-06,7.226209737373134,2,6,212.9967633193863,0,212.9967633193863,212.9967633193863,6.495071927038741
2014-06-07,5.643313882333199,2,6,212.9967633193863,0,212.9967633193863,212.9967633193863,6.3820062046011135
2014-06-08,7.824951201048009,2,6,212.9967633193863,0,212.9967633193863,212.9967633193863,6.365947737011216
2014-06-09,8.605937865378399,2,6,212.9967633193863,0,212.9967633193863,212.9967633193863,6.548042292540533
2014-06-10,6.199595978301687,2,6,212.9967633193863,0,212.9967633193863,212.9967633193863,5.853375455951456
2014-06-13,2.7421295147550726,2,6,212.9967633193863,0,212.9967633193863,212.9967633193863,6.498820339525529
2014-06-14,5.365695601877984,2,6,212.9967633193863,0,212.9967633193863,212.9967633193863,6.290510865737068
2014-06-15,6.850098623393322,2,6,212.9967633193863,0,212.9967633193863,212.9967633193863,6.187472707221598
2014-06-16,6.639603901431437,2,6,212.9967633193863,0,212.9967633193863,212.9967633193863,6.37189375788267
2014-06-17,8.137250205418809,2,6,212.9967633193863,0,212.9967633193863,212.9967633193863,5.799611621368971
2014-06-18,4.947340443723942,2,6,212.9967633193863,0,212.9967633193863,212.9967633193863,4.8273622041215924
2014-06-20,7.512043704472601,2,6,212.9967633193863,0,212.9967633193863,212.9967633193863,6.7082814610590855
2014-06-21,8.320799403598478,2,6,212.9967633193863,0,212.9967633193863,212.9967633193863,6.439122239886269
2014-06-22,7.589081870846524,2,6,212.9967633193863,0,212.9967633193863,212.9967633193863,6.272521966006697
2014-06-23,4.704979321207581,2,6,212.9967633193863,0,212.9967633193863,212.9967633193863,6.403684449544998
2014-06-24,1.662409797200206,2,6,212.9967633193863,0,212.9967633193863,212.9967633193863,5.756602351033024
2014-06-25,6.67678114855274,2,6,212.9967633193863,0,212.9967633193863,212.9967633193863,4.693857986073632
2014-06-27,6.4250959025424965,2,6,212.9967633193863,0,212.9967633193863,212.9967633193863,6.366244636312037
2014-06-28,7.406583824736294,2,6,212.9967633193863,0,212.9967633193863,212.9967633193863,6.236276610658822
2014-06-29,3.864512022757094,2,6,212.9967633193863,0,212.9967633193863,212.9967633193863,6.338833773095712
2014-06-30,6.607493074111615,2,6,212.9967633193863,0,212.9967633193863,212.9967633193863,6.761103232149421
2014-07-01,6.400297311623784,3,7,207.37760140845072,0,207.37760140845072,207.37760140845072,6.152810997182748
2014-07-02,4.389002248410307,3,7,207.37760140845072,0,207.37760140845072,207.37760140845072,4.980436333089337
2014-07-04,5.515072555659881,3,7,207.37760140845072,0,207.37760140845072,207.37760140845072,6.324592263646189
2014-07-05,7.27593657027499,3,7,207.37760140845072,0,207.37760140845072,207.37760140845072,6.070619916004243
2014-07-06,6.946468170908348,3,7,207.37760140845072,0,207.37760140845072,207.37760140845072,6.122903063935895
2014-07-07,5.489739057897192,3,7,207.37760140845072,0,207.37760140845072,207.37760140845072,6.505817881885724
2014-07-08,6.638664643114769,3,7,207.37760140845072,0,207.37760140845072,207.37760140845072,5.944488370827135
2014-07-09,5.5854530397509325,3,7,207.37760140845072,0,207.37760140845072,207.37760140845072,4.780250628202921
2014-07-11,7.690837309018642,3,7,207.37760140845072,0,207.37760140845072,207.37760140845072,6.195601884479768
2014-07-12,7.581215945504497,3,7,207.37760140845072,0,207.37760140845072,207.37760140845072,6.048174620288557
2014-07-13,5.864244623763926,3,7,207.37760140845072,0,207.37760140845072,207.37760140845072,6.137430813488361
2014-07-14,5.682197860564241,3,7,207.37760140845072,0,207.37760140845072,207.37760140845072,6.4596507817678255
2014-07-15,2.3523271848888596,3,7,207.37760140845072,0,207.37760140845072,207.37760140845072,5.806566162088493
2014-07-18,5.613274081134698,3,7,207.37760140845072,0,207.37760140845072,207.37760140845072,6.229092370739356
2014-07-19,6.136270269949189,3,7,207.37760140845072,0,207.37760140845072,207.37760140845072,6.22224026122201
2014-07-20,7.734902617279071,3,7,207.37760140845072,0,207.37760140845072,207.37760140845072,6.37721056323373
2014-07-21,7.581965277639978,3,7,207.37760140845072,0,207.37760140845072,207.37760140845072,6.689748640815874
2014-07-22,7.207373827406287,3,7,207.37760140845072,0,207.37760140845072,207.37760140845072,5.967835975845773
2014-07-23,7.868707281913473,3,7,207.37760140845072,0,207.37760140845072,207.37760140845072,4.7306370277688075
2014-07-25,9.02909303799824,3,7,207.37760140845072,0,207.37760140845072,207.37760140845072,6.220536663136164
2014-07-26,8.52535856384189,3,7,207.37760140845072,0,207.37760140845072,207.37760140845072,6.09388501747055
2014-07-27,6.36485402174366,3,7,207.37760140845072,0,207.37760140845072,207.37760140845072,6.164528063124561
2014-07-28,5.268641357438035,3,7,207.37760140845072,0,207.37760140845072,207.37760140845072,6.522549666261529
2014-07-30,7.221718944827805,3,7,207.37760140845072,0,207.37760140845072,207.37760140845072,5.016719823349442
2014-08-01,5.43515329318086,3,8,225.27487677053824,0,225.27487677053824,225.27487677053824,6.966109349087451
2014-08-02,6.788160603296485,3,8,225.27487677053824,0,225.27487677053824,225.27487677053824,6.673361532671499
2014-08-03,6.171688071236429,3,8,225.27487677053824,0,225.27487677053824,225.27487677053824,6.5160194223510866
2014-08-04,7.91722810971995,3,8,225.27487677053824,0,225.27487677053824,225.27487677053824,6.694743861171108
2014-08-05,7.787267497104885,3,8,225.27487677053824,0,225.27487677053824,225.27487677053824,6.086716400623412
2014-08-06,5.575532349649973,3,8,225.27487677053824,0,225.27487677053824,225.27487677053824,5.030723846314059
2014-08-08,8.28314767909248,3,8,225.27487677053824,0,225.27487677053824,225.27487677053824,6.7501598831072345
2014-08-09,8.190544346898744,3,8,225.27487677053824,0,225.27487677053824,225.27487677053824,6.427283267037255
2014-08-11,6.1150529213526,3,8,225.27487677053824,0,225.27487677053824,225.27487677053824,6.562954167495313
2014-08-12,7.513916536773946,3,8,225.27487677053824,0,225.27487677053824,225.27487677053824,6.012564202742184
2014-08-15,6.737894167393496,3,8,225.27487677053824,0,225.27487677053824,225.27487677053824,6.382867324635172
2014-08-16,6.750038916323525,3,8,225.27487677053824,0,225.27487677053824,225.27487677053824,6.062961978075929
2014-08-17,6.217288502926295,3,8,225.27487677053824,0,225.27487677053824,225.27487677053824,6.045639720486458
2014-08-19,7.272472000971993,3,8,225.27487677053824,0,225.27487677053824,225.27487677053824,5.990315099845804
2014-08-20,7.517369752231726,3,8,225.27487677053824,0,225.27487677053824,225.27487677053824,4.923807906979283
2014-08-22,3.1823778018280002,3,8,225.27487677053824,0,225.27487677053824,225.27487677053824,6.292703090375717
2014-08-23,6.3389897596282765,3,8,225.27487677053824,0,225.27487677053824,225.27487677053824,5.952446387908437
2014-08-24,4.106602459617603,3,8,225.27487677053824,0,225.27487677053824,225.27487677053824,5.895928039933298
2014-08-25,7.281144753617816,3,8,225.27487677053824,0,225.27487677053824,225.27487677053824,6.20051335317352
2014-08-26,5.907566500490121,3,8,225.27487677053824,0,225.27487677053824,225.27487677053824,5.694271439716975
2014-08-27,7.635849631033447,3,8,225.27487677053824,0,225.27487677053824,225.27487677053824,4.686408702395028
2014-08-29,6.72542072210368,3,8,225.27487677053824,0,225.27487677053824,225.27487677053824,6.508818766686517
2014-08-30,4.8059863254182105,3,8,225.27487677053824,0,225.27487677053824,225.27487677053824,6.4963937849063065
2014-08-31,4.538175317163813,3,8,225.27487677053824,0,225.27487677053824,225.27487677053824,6.6406606753938044
2014-09-01,6.153659924268344,3,9,222.45115379609544,0,222.45115379609544,222.45115379609544,6.959895202995211
2014-09-02,8.08799363653019,3,9,222.45115379609544,0,222.45115379609544,222.45115379609544,6.2573978532514705
2014-09-03,3.1389664416398992,3,9,222.45115379609544,0,222.45115379609544,222.45115379609544,5.0319512772595605
2014-09-05,5.6947551843366835,3,9,222.45115379609544,0,222.45115379609544,222.45115379609544,6.852332737736156
2014-09-06,4.618678536012885,3,9,222.45115379609544,0,222.45115379609544,222.45115379609544,6.836624493114601
2014-09-07,8.167600253624705,3,9,222.45115379609544,0,222.45115379609544,222.45115379609544,6.958471383982055
2014-09-08,9.563067493508594,3,9,222.45115379609544,0,222.45115379609544,222.45115379609544,7.2749922082748455
2014-09-09,8.305134970164191,3,9,222.45115379609544,0,222.45115379609544,222.45115379609544,6.563477653330475
2014-09-10,7.5263017506289245,3,9,222.45115379609544,0,222.45115379609544,222.45115379609544,5.3523141030762815
2014-09-11,4.859424732327354,3,9,222.45115379609544,0,222.45115379609544,222.45115379609544,7.023436175311169
2014-09-12,8.498144919522462,3,9,222.45115379609544,0,222.45115379609544,222.45115379609544,7.35819642008997
2014-09-13,7.15180516201215,3,9,222.45115379609544,0,222.45115379609544,222.45115379609544,7.219281049985417
2014-09-14,8.522124213917174,3,9,222.45115379609544,0,222.45115379609544,222.45115379609544,7.1686082158825055
2014-09-15,4.9010882493645855,3,9,222.45115379609544,0,222.45115379609544,222.45115379609544,7.369120338530088
2014-09-16,3.5424654356583996,3,9,222.45115379609544,0,222.45115379609544,222.45115379609544,6.650571160852169
2014-09-17,6.711159934650827,3,9,222.45115379609544,0,222.45115379609544,222.45115379609544,5.49529144824104
2014-09-19,9.142022665371261,3,9,222.45115379609544,0,222.45115379609544,222.45115379609544,7.6063172671472525
2014-09-20,8.582412980438137,3,9,222.45115379609544,0,222.45115379609544,222.45115379609544,7.351079475330545
2014-09-21,7.89381532749834,3,9,222.45115379609544,0,222.45115379609544,222.45115379609544,7.156695848334606
2014-09-22,7.123887105507924,3,9,222.45115379609544,0,222.45115379609544,222.45115379609544,7.225366950132598
2014-09-23,9.27456668813285,3,9,222.45115379609544,0,222.45115379609544,222.45115379609544,6.401450943140008
2014-09-24,5.361104354646802,3,9,222.45115379609544,0,222.45115379609544,222.45115379609544,5.157538397642785
2014-09-25,5.874618322507063,3,9,222.45115379609544,0,222.45115379609544,222.45115379609544,6.663397142892862
2014-09-26,7.300887313091331,3,9,222.45115379609544,0,222.45115379609544,222.45115379609544,6.829756668016178
2014-09-27,6.652140187520966,3,9,222.45115379609544,0,222.45115379609544,222.45115379609544,6.617554196342478
2014-09-28,6.1970386557120865,3,9,222.45115379609544,0,222.45115379609544,222.45115379609544,6.640941556299829
2014-09-29,9.000861778391567,3,9,222.45115379609544,0,222.45115379609544,222.45115379609544,7.013070358509028
2014-09-30,6.896221014367935,3,9,222.45115379609544,0,222.45115379609544,222.45115379609544,6.43648449720954
2014-10-01,1.7422190236679187,4,10,244.59460891330892,0,244.59460891330892,244.59460891330892,5.295310930638404
2014-10-02,6.39550196989162,4,10,244.59460891330892,0,244.59460891330892,244.59460891330892,6.702211080661106
2014-10-03,6.761205803332314,4,10,244.59460891330892,0,244.59460891330892,244.59460891330892,6.662505725834381
2014-10-04,6.592699269065857,4,10,244.59460891330892,0,244.59460891330892,244.59460891330892,6.306530836075296
2014-10-05,5.262171919911683,4,10,244.59460891330892,0,244.59460891330892,244.59460891330892,6.275272156416178
2014-10-06,6.205991078315078,4,10,244.59460891330892,0,244.59460891330892,244.59460891330892,6.631775716715566
2014-10-07,5.473782135878778,4,10,244.59460891330892,0,244.59460891330892,244.59460891330892,6.083770080073319
2014-10-08,4.999857420924378,4,10,244.59460891330892,0,244.59460891330892,244.59460891330892,4.92621874884102
2014-10-09,5.5228998820565,4,10,244.59460891330892,0,244.59460891330892,244.59460891330892,6.274089633716609
2014-10-10,7.625783347090537,4,10,244.59460891330892,0,244.59460891330892,244.59460891330892,6.329627209170266
2014-10-11,7.23140566588329,4,10,244.59460891330892,0,244.59460891330892,244.59460891330892,6.1229980842528855
2014-10-12,4.086480387165299,4,10,244.59460891330892,0,244.59460891330892,244.59460891330892,6.195478664074789
2014-10-13,7.702186577970821,4,10,244.59460891330892,0,244.59460891330892,244.59460891330892,6.5557434148983615
2014-10-14,8.417700758169381,4,10,244.59460891330892,0,244.59460891330892,244.59460891330892,5.939808104384323
2014-10-15,5.33621027548241,4,10,244.59460891330892,0,244.59460891330892,244.59460891330892,4.747365012075808
2014-10-16,5.274649478747834,4,10,244.59460891330892,0,244.59460891330892,244.59460891330892,6.071252392226568
2014-10-17,4.920477153051992,4,10,244.59460891330892,0,244.59460891330892,244.59460891330892,6.245402676467734
2014-10-18,8.050676595397267,4,10,244.59460891330892,0,244.59460891330892,244.59460891330892,6.194101519016224
2014-10-19,6.464750284339857,4,10,244.59460891330892,0,244.59460891330892,244.59460891330892,6.368116855589815
2014-10-20,7.3146220709390155,4,10,244.59460891330892,0,244.59460891330892,244.59460891330892,6.743513903320038
2014-10-21,7.213475187106909,4,10,244.59460891330892,0,244.59460891330892,244.59460891330892,6.057796400382907
2014-10-22,5.4152467045749395,4,10,244.59460891330892,0,244.59460891330892,244.59460891330892,4.793362998869471
2014-10-24,4.0516110196351995,4,10,244.59460891330892,0,244.59460891330892,244.59460891330892,6.1643285132751755
2014-10-25,4.652835908686288,4,10,244.59460891330892,0,244.59460891330892,244.59460891330892,5.991292019517632
2014-10-26,6.106755591442718,4,10,244.59460891330892,0,244.59460891330892,244.59460891330892,6.0342262094888195
2014-10-27,3.1493113614822916,4,10,244.59460891330892,0,244.59460891330892,244.59460891330892,6.355014645929571
2014-10-28,7.320912063492288,4,10,244.59460891330892,0,244.59460891330892,244.59460891330892,5.823144130137328
2014-10-29,7.9426507532636395,4,10,244.59460891330892,0,244.59460891330892,244.59460891330892,4.810919982718967
2014-10-31,8.58728364700399,4,10,244.59460891330892,0,244.59460891330892,244.59460891330892,6.616444045393372
2014-11-01,8.462331432362175,4,11,239.60643847722636,1,239.60643847722636,239.60643847722636,7.62481394189127
2014-11-02,7.662641753997724,4,11,239.60643847722636,1,239.60643847722636,239.60643847722636,7.456730581742379
2014-11-03,7.932061678476345,4,11,239.60643847722636,1,239.60643847722636,239.60643847722636,7.604374561512368
2014-11-04,8.809078617386996,4,11,239.60643847722636,1,239.60643847722636,239.60643847722636,6.8509764428237006
2014-11-05,7.435770707830588,4,11,239.60643847722636,1,239.60643847722636,239.60643847722636,5.647493150699833
2014-11-06,3.7995259742009995,4,11,239.60643847722636,1,239.60643847722636,239.60643847722636,7.4075150023868215
2014-11-07,7.279416761654174,4,11,239.60643847722636,1,239.60643847722636,239.60643847722636,7.646210927007232
2014-11-08,5.812864058544444,4,11,239.60643847722636,1,239.60643847722636,239.60643847722636,7.342858248933203
2014-11-09,7.362070232018482,4,11,239.60643847722636,1,239.60643847722636,239.60643847722636,7.209617102371168
2014-11-10,7.602678880771177,4,11,239.60643847722636,1,239.60643847722636,239.60643847722636,7.459820553600525
2014-11-11,9.00153700693548,4,11,239.60643847722636,1,239.60643847722636,239.60643847722636,6.828599332208321
2014-11-12,6.9620173023298895,4,11,239.60643847722636,1,239.60643847722636,239.60643847722636,5.657401648069264
2014-11-14,6.942861771092102,4,11,239.60643847722636,1,239.60643847722636,239.60643847722636,7.445410071302594
2014-11-15,7.485391715275086,4,11,239.60643847722636,1,239.60643847722636,239.60643847722636,7.08418382301836
2014-11-16,7.212978968689899,4,11,239.60643847722636,1,239.60643847722636,239.60643847722636,7.014261116604763
2014-11-17,9.354031454724808,4,11,239.60643847722636,1,239.60643847722636,239.60643847722636,7.412088633928288
2014-11-18,8.133838340095704,4,11,239.60643847722636,1,239.60643847722636,239.60643847722636,6.917781568468133
